gene_id,gene_name,gene_type,gene_name_type
ENSMUSG00000045150.5,Olfr1161,protein_coding,Non-Gm*
ENSMUSG00000075140.4,Olfr73,protein_coding,Non-Gm*
ENSMUSG00000028069.16,Gpatch4,protein_coding,Non-Gm*
ENSMUSG00000075139.3,Olfr1162,protein_coding,Non-Gm*
ENSMUSG00000018379.17,Srsf1,protein_coding,Non-Gm*
ENSMUSG00000090165.8,Ugt1a10,protein_coding,Non-Gm*
ENSMUSG00000028070.7,Naxe,protein_coding,Non-Gm*
ENSMUSG00000018377.10,Vezf1,protein_coding,Non-Gm*
ENSMUSG00000051036.13,Ttc24,protein_coding,Non-Gm*
ENSMUSG00000075137.4,Olfr1163,protein_coding,Non-Gm*
ENSMUSG00000090175.1,Ugt1a9,protein_coding,Non-Gm*
ENSMUSG00000028068.14,Iqgap3,protein_coding,Non-Gm*
ENSMUSG00000030062.7,Rpn1,protein_coding,Non-Gm*
ENSMUSG00000029281.13,Smr2,protein_coding,Non-Gm*
ENSMUSG00000089675.1,Ugt1a8,protein_coding,Non-Gm*
ENSMUSG00000035383.7,Pmch,protein_coding,Non-Gm*
ENSMUSG00000035365.15,Parpbp,protein_coding,Non-Gm*
ENSMUSG00000075136.4,Olfr1164,protein_coding,Non-Gm*
ENSMUSG00000038368.16,Focad,protein_coding,Non-Gm*
ENSMUSG00000090124.7,Ugt1a7c,protein_coding,Non-Gm*
ENSMUSG00000018378.13,Cuedc1,protein_coding,Non-Gm*
ENSMUSG00000090145.7,Ugt1a6b,protein_coding,Non-Gm*
ENSMUSG00000036810.16,Cnep1r1,protein_coding,Non-Gm*
ENSMUSG00000101078.3,Olfr1166,protein_coding,Non-Gm*
ENSMUSG00000054545.17,Ugt1a6a,protein_coding,Non-Gm*
ENSMUSG00000112406.1,4921515L22Rik,lncRNA,Non-Gm*
ENSMUSG00000031657.16,Heatr3,protein_coding,Non-Gm*
ENSMUSG00000001419.17,Mef2d,protein_coding,Non-Gm*
ENSMUSG00000100899.2,Olfr1167,protein_coding,Non-Gm*
ENSMUSG00000035351.16,Nup37,protein_coding,Non-Gm*
ENSMUSG00000089943.1,Ugt1a5,protein_coding,Non-Gm*
ENSMUSG00000096935.5,1700113A16Rik,lncRNA,Non-Gm*
ENSMUSG00000062704.3,9430002A10Rik,lncRNA,Non-Gm*
ENSMUSG00000061342.5,Olfr1168,protein_coding,Non-Gm*
ENSMUSG00000015053.14,Gata2,protein_coding,Non-Gm*
ENSMUSG00000097280.1,AI849053,lncRNA,Non-Gm*
ENSMUSG00000036779.12,Tent4b,protein_coding,Non-Gm*
ENSMUSG00000090171.1,Ugt1a2,protein_coding,Non-Gm*
ENSMUSG00000097428.1,AW047730,lncRNA,Non-Gm*
ENSMUSG00000020056.16,Washc3,protein_coding,Non-Gm*
ENSMUSG00000023723.17,Mrps23,protein_coding,Non-Gm*
ENSMUSG00000081984.3,Dnajb3,protein_coding,Non-Gm*
ENSMUSG00000089960.1,Ugt1a1,protein_coding,Non-Gm*
ENSMUSG00000075133.2,Olfr1170,protein_coding,Non-Gm*
ENSMUSG00000048206.6,Dnajb8,protein_coding,Non-Gm*
ENSMUSG00000047046.8,1700031F10Rik,lncRNA,Non-Gm*
ENSMUSG00000079429.9,Mroh2a,protein_coding,Non-Gm*
ENSMUSG00000104445.1,Rhbg,protein_coding,Non-Gm*
ENSMUSG00000033216.9,Eefsec,protein_coding,Non-Gm*
ENSMUSG00000044783.16,Hjurp,protein_coding,Non-Gm*
ENSMUSG00000115880.1,4930445N06Rik,lncRNA,Non-Gm*
ENSMUSG00000031659.13,Adcy7,protein_coding,Non-Gm*
ENSMUSG00000075132.2,Olfr1173,protein_coding,Non-Gm*
ENSMUSG00000036251.16,Trpm8,protein_coding,Non-Gm*
ENSMUSG00000030560.17,Ctsc,protein_coding,Non-Gm*
ENSMUSG00000010538.14,Tsacc,protein_coding,Non-Gm*
ENSMUSG00000034031.5,Ccdc182,protein_coding,Non-Gm*
ENSMUSG00000117497.1,1700116H05Rik,lncRNA,Non-Gm*
ENSMUSG00000001416.13,Cct3,protein_coding,Non-Gm*
ENSMUSG00000080713.3,Olfr1174,protein_coding,Non-Gm*
ENSMUSG00000116331.1,B230214G05Rik,lncRNA,Non-Gm*
ENSMUSG00000064156.8,Prol1,protein_coding,Non-Gm*
ENSMUSG00000083855.6,Olfr1175,protein_coding,Non-Gm*
ENSMUSG00000020057.2,Dram1,protein_coding,Non-Gm*
ENSMUSG00000001418.13,Glmp,protein_coding,Non-Gm*
ENSMUSG00000032420.8,Nt5e,protein_coding,Non-Gm*
ENSMUSG00000001420.13,Tmem79,protein_coding,Non-Gm*
ENSMUSG00000031660.13,Brd7,protein_coding,Non-Gm*
ENSMUSG00000001415.10,Smg5,protein_coding,Non-Gm*
ENSMUSG00000050023.4,Olfr1176,protein_coding,Non-Gm*
ENSMUSG00000069769.13,Msi2,protein_coding,Non-Gm*
ENSMUSG00000075128.7,Olfr1177-ps,protein_coding,Non-Gm*
ENSMUSG00000085420.1,4930453O03Rik,lncRNA,Non-Gm*
ENSMUSG00000021044.15,Adck1,protein_coding,Non-Gm*
ENSMUSG00000041423.16,Paqr6,protein_coding,Non-Gm*
ENSMUSG00000113434.1,3200001D21Rik,lncRNA,Non-Gm*
ENSMUSG00000074489.9,Bglap3,protein_coding,Non-Gm*
ENSMUSG00000029282.3,Amtn,protein_coding,Non-Gm*
ENSMUSG00000116885.1,4930420G21Rik,lncRNA,Non-Gm*
ENSMUSG00000032422.17,Snx14,protein_coding,Non-Gm*
ENSMUSG00000074486.2,Bglap2,protein_coding,Non-Gm*
ENSMUSG00000035311.16,Gnptab,protein_coding,Non-Gm*
ENSMUSG00000074483.2,Bglap,protein_coding,Non-Gm*
ENSMUSG00000056995.3,Olfr1178,protein_coding,Non-Gm*
ENSMUSG00000028066.15,Pmf1,protein_coding,Non-Gm*
ENSMUSG00000028497.12,Hacd4,protein_coding,Non-Gm*
ENSMUSG00000075127.2,Olfr1179,protein_coding,Non-Gm*
ENSMUSG00000026295.12,Spp2,protein_coding,Non-Gm*
ENSMUSG00000050144.13,Slc25a44,protein_coding,Non-Gm*
ENSMUSG00000081836.3,Olfr1180,protein_coding,Non-Gm*
ENSMUSG00000075125.2,Olfr1181,protein_coding,Non-Gm*
ENSMUSG00000030559.8,Rab38,protein_coding,Non-Gm*
ENSMUSG00000113087.1,4930473H19Rik,lncRNA,Non-Gm*
ENSMUSG00000028064.17,Sema4a,protein_coding,Non-Gm*
ENSMUSG00000034998.18,Foxn2,protein_coding,Non-Gm*
ENSMUSG00000090097.8,Olfr1182,protein_coding,Non-Gm*
ENSMUSG00000032423.12,Syncrip,protein_coding,Non-Gm*
ENSMUSG00000060002.14,Chpt1,protein_coding,Non-Gm*
ENSMUSG00000049372.11,Olfr1183,protein_coding,Non-Gm*
ENSMUSG00000029288.11,Ambn,protein_coding,Non-Gm*
ENSMUSG00000020059.9,Sycp3,protein_coding,Non-Gm*
ENSMUSG00000050505.7,Pcdh20,protein_coding,Non-Gm*
ENSMUSG00000030079.15,Ruvbl1,protein_coding,Non-Gm*
ENSMUSG00000028063.15,Lmna,protein_coding,Non-Gm*
ENSMUSG00000051424.2,Olfr1184,protein_coding,Non-Gm*
ENSMUSG00000029286.12,Enam,protein_coding,Non-Gm*
ENSMUSG00000057735.6,Olfr1185-ps1,protein_coding,Non-Gm*
ENSMUSG00000097195.10,Snhg5,lncRNA,Non-Gm*
ENSMUSG00000062310.7,Glrp1,protein_coding,Non-Gm*
ENSMUSG00000030082.14,Sec61a1,protein_coding,Non-Gm*
ENSMUSG00000055811.2,Cldn17,protein_coding,Non-Gm*
ENSMUSG00000020061.18,Mybpc1,protein_coding,Non-Gm*
ENSMUSG00000082882.2,Olfr1186,protein_coding,Non-Gm*
ENSMUSG00000067149.6,Jchain,protein_coding,Non-Gm*
ENSMUSG00000031661.12,Nkd1,protein_coding,Non-Gm*
ENSMUSG00000048806.4,Ifnb1,protein_coding,Non-Gm*
ENSMUSG00000034709.8,Ppp1r21,protein_coding,Non-Gm*
ENSMUSG00000074480.4,Mex3a,protein_coding,Non-Gm*
ENSMUSG00000008601.12,Rab25,protein_coding,Non-Gm*
ENSMUSG00000033182.12,Kbtbd12,protein_coding,Non-Gm*
ENSMUSG00000032425.15,Zfp949,protein_coding,Non-Gm*
ENSMUSG00000028062.15,Lamtor2,protein_coding,Non-Gm*
ENSMUSG00000008604.11,Ubqln4,protein_coding,Non-Gm*
ENSMUSG00000070697.4,Utp3,protein_coding,Non-Gm*
ENSMUSG00000068809.4,Olfr1188,protein_coding,Non-Gm*
ENSMUSG00000096011.1,Ifna15,protein_coding,Non-Gm*
ENSMUSG00000050520.4,Cldn8,protein_coding,Non-Gm*
ENSMUSG00000029291.11,Rufy3,protein_coding,Non-Gm*
ENSMUSG00000095896.1,Ifna14,protein_coding,Non-Gm*
ENSMUSG00000041355.13,Ssr2,protein_coding,Non-Gm*
ENSMUSG00000090693.4,Trim43a,protein_coding,Non-Gm*
ENSMUSG00000068808.2,Olfr1189,protein_coding,Non-Gm*
ENSMUSG00000095270.1,Ifna9,protein_coding,Non-Gm*
ENSMUSG00000097073.7,9430037G07Rik,lncRNA,Non-Gm*
ENSMUSG00000033855.15,Ston1,protein_coding,Non-Gm*
ENSMUSG00000054117.8,Zdhhc25,protein_coding,Non-Gm*
ENSMUSG00000073811.4,Ifna12,protein_coding,Non-Gm*
ENSMUSG00000028059.16,Arhgef2,protein_coding,Non-Gm*
ENSMUSG00000050239.3,Krtap24-1,protein_coding,Non-Gm*
ENSMUSG00000031662.8,Snx20,protein_coding,Non-Gm*
ENSMUSG00000045331.3,2310079G19Rik,protein_coding,Non-Gm*
ENSMUSG00000038330.10,C87499,protein_coding,Non-Gm*
ENSMUSG00000113997.1,1700040E09Rik,lncRNA,Non-Gm*
ENSMUSG00000081948.4,Olfr1191-ps1,protein_coding,Non-Gm*
ENSMUSG00000063376.6,Ifna13,protein_coding,Non-Gm*
ENSMUSG00000071471.2,Krtap26-1,protein_coding,Non-Gm*
ENSMUSG00000055994.15,Nod2,protein_coding,Non-Gm*
ENSMUSG00000111590.2,Olfr1192-ps1,protein_coding,Non-Gm*
ENSMUSG00000049741.4,Rxfp4,protein_coding,Non-Gm*
ENSMUSG00000044221.14,Grsf1,protein_coding,Non-Gm*
ENSMUSG00000056153.15,Socs6,protein_coding,Non-Gm*
ENSMUSG00000024154.11,Gtf2a1l,protein_coding,Non-Gm*
ENSMUSG00000090515.2,Krtap27-1,protein_coding,Non-Gm*
ENSMUSG00000049866.12,Arl4c,protein_coding,Non-Gm*
ENSMUSG00000004359.16,Spic,protein_coding,Non-Gm*
ENSMUSG00000060827.2,Olfr1193,protein_coding,Non-Gm*
ENSMUSG00000078355.1,Ifna16,protein_coding,Non-Gm*
ENSMUSG00000075121.2,Olfr1195,protein_coding,Non-Gm*
ENSMUSG00000078354.1,Ifna2,protein_coding,Non-Gm*
ENSMUSG00000028060.14,Khdc4,protein_coding,Non-Gm*
ENSMUSG00000022387.17,Brd1,protein_coding,Non-Gm*
ENSMUSG00000079427.10,Mthfsl,protein_coding,Non-Gm*
ENSMUSG00000100079.1,Ifnab,protein_coding,Non-Gm*
ENSMUSG00000036712.15,Cyld,protein_coding,Non-Gm*
ENSMUSG00000075120.4,Olfr1196,protein_coding,Non-Gm*
ENSMUSG00000050704.3,2310061N02Rik,protein_coding,Non-Gm*
ENSMUSG00000024107.7,Lhcgr,protein_coding,Non-Gm*
ENSMUSG00000028057.14,Rit1,protein_coding,Non-Gm*
ENSMUSG00000070923.4,Klhl9,protein_coding,Non-Gm*
ENSMUSG00000087574.1,C030037D09Rik,lncRNA,Non-Gm*
ENSMUSG00000006262.15,Mob1b,protein_coding,Non-Gm*
ENSMUSG00000066392.12,Nrxn3,protein_coding,Non-Gm*
ENSMUSG00000099974.1,Bcl2a1d,protein_coding,Non-Gm*
ENSMUSG00000033174.17,Mgll,protein_coding,Non-Gm*
ENSMUSG00000075119.2,Olfr1197,protein_coding,Non-Gm*
ENSMUSG00000056350.7,Krtap13-1,protein_coding,Non-Gm*
ENSMUSG00000060904.14,Arl1,protein_coding,Non-Gm*
ENSMUSG00000075117.3,Olfr1198,protein_coding,Non-Gm*
ENSMUSG00000068923.14,Syt11,protein_coding,Non-Gm*
ENSMUSG00000004356.8,Utp20,protein_coding,Non-Gm*
ENSMUSG00000050224.3,Krtap13,protein_coding,Non-Gm*
ENSMUSG00000034333.15,Zbed4,protein_coding,Non-Gm*
ENSMUSG00000089892.3,Olfr1199,protein_coding,Non-Gm*
ENSMUSG00000097398.2,Platr5,lncRNA,Non-Gm*
ENSMUSG00000068078.4,2310034C09Rik,protein_coding,Non-Gm*
ENSMUSG00000075115.3,Olfr1200,protein_coding,Non-Gm*
ENSMUSG00000029366.10,Dck,protein_coding,Non-Gm*
ENSMUSG00000048830.3,2310057N15Rik,protein_coding,Non-Gm*
ENSMUSG00000096854.1,Ifnz,protein_coding,Non-Gm*
ENSMUSG00000098912.7,1500004A13Rik,lncRNA,Non-Gm*
ENSMUSG00000059023.2,Olfr1201,protein_coding,Non-Gm*
ENSMUSG00000116983.1,4930553J12Rik,lncRNA,Non-Gm*
ENSMUSG00000035845.17,Alg12,protein_coding,Non-Gm*
ENSMUSG00000064084.2,Olfr1202,protein_coding,Non-Gm*
ENSMUSG00000100713.1,Ifna7,protein_coding,Non-Gm*
ENSMUSG00000074928.4,Krtap14,protein_coding,Non-Gm*
ENSMUSG00000023272.4,Creld2,protein_coding,Non-Gm*
ENSMUSG00000100549.1,Ifna11,protein_coding,Non-Gm*
ENSMUSG00000022931.7,Krtap15,protein_coding,Non-Gm*
ENSMUSG00000034488.14,Edil3,protein_coding,Non-Gm*
ENSMUSG00000101252.1,Ifna6,protein_coding,Non-Gm*
ENSMUSG00000057447.2,Olfr1205,protein_coding,Non-Gm*
ENSMUSG00000018428.15,Akap1,protein_coding,Non-Gm*
ENSMUSG00000054199.17,Gon4l,protein_coding,Non-Gm*
ENSMUSG00000096682.1,Ifna5,protein_coding,Non-Gm*
ENSMUSG00000030083.11,Abtb1,protein_coding,Non-Gm*
ENSMUSG00000067399.10,Trim43c,protein_coding,Non-Gm*
ENSMUSG00000097177.8,9330159M07Rik,lncRNA,Non-Gm*
ENSMUSG00000070904.4,Ifna4,protein_coding,Non-Gm*
ENSMUSG00000033152.13,Podxl2,protein_coding,Non-Gm*
ENSMUSG00000061798.2,Olfr1204,protein_coding,Non-Gm*
ENSMUSG00000095498.1,Ifna1,protein_coding,Non-Gm*
ENSMUSG00000092399.1,4930556N13Rik,lncRNA,Non-Gm*
ENSMUSG00000035828.11,Pim3,protein_coding,Non-Gm*
ENSMUSG00000062757.2,Olfr1206,protein_coding,Non-Gm*
ENSMUSG00000054351.2,4930553M12Rik,lncRNA,Non-Gm*
ENSMUSG00000060691.4,Krtap19-1,protein_coding,Non-Gm*
ENSMUSG00000057650.3,Krtap19-2,protein_coding,Non-Gm*
ENSMUSG00000060469.3,Krtap19-3,protein_coding,Non-Gm*
ENSMUSG00000045364.2,Ifne,protein_coding,Non-Gm*
ENSMUSG00000002870.8,Mcm2,protein_coding,Non-Gm*
ENSMUSG00000043982.2,Krtap19-4,protein_coding,Non-Gm*
ENSMUSG00000020062.7,Slc5a8,protein_coding,Non-Gm*
ENSMUSG00000060961.16,Slc4a4,protein_coding,Non-Gm*
ENSMUSG00000022388.14,Ttll8,protein_coding,Non-Gm*
ENSMUSG00000075114.4,Olfr1208,protein_coding,Non-Gm*
ENSMUSG00000051802.3,Krtap19-5,protein_coding,Non-Gm*
ENSMUSG00000002871.14,Tpra1,protein_coding,Non-Gm*
ENSMUSG00000075113.2,Olfr1209,protein_coding,Non-Gm*
ENSMUSG00000068922.14,Msto1,protein_coding,Non-Gm*
ENSMUSG00000087338.2,Scpep1os,lncRNA,Non-Gm*
ENSMUSG00000068921.14,Dap3,protein_coding,Non-Gm*
ENSMUSG00000000278.10,Scpep1,protein_coding,Non-Gm*
ENSMUSG00000075112.2,Olfr1211,protein_coding,Non-Gm*
ENSMUSG00000057174.5,Krtap19-9b,protein_coding,Non-Gm*
ENSMUSG00000035189.17,Ano4,protein_coding,Non-Gm*
ENSMUSG00000028053.13,Ash1l,protein_coding,Non-Gm*
ENSMUSG00000055403.13,4933427D06Rik,lncRNA,Non-Gm*
ENSMUSG00000048226.5,Olfr1212,protein_coding,Non-Gm*
ENSMUSG00000035805.13,Mlc1,protein_coding,Non-Gm*
ENSMUSG00000102037.1,Bcl2a1a,protein_coding,Non-Gm*
ENSMUSG00000096534.2,Krtap16-3,protein_coding,Non-Gm*
ENSMUSG00000057534.13,Elobl,protein_coding,Non-Gm*
ENSMUSG00000033983.14,Coil,protein_coding,Non-Gm*
ENSMUSG00000023066.10,Rttn,protein_coding,Non-Gm*
ENSMUSG00000075111.11,Olfr1213,protein_coding,Non-Gm*
ENSMUSG00000015365.15,Mov10l1,protein_coding,Non-Gm*
ENSMUSG00000032937.5,Fshr,protein_coding,Non-Gm*
ENSMUSG00000075110.2,Olfr1214,protein_coding,Non-Gm*
ENSMUSG00000000275.16,Trim25,protein_coding,Non-Gm*
ENSMUSG00000100016.3,Olfr1215,protein_coding,Non-Gm*
ENSMUSG00000075107.3,Olfr1216,protein_coding,Non-Gm*
ENSMUSG00000095992.2,Krtap22-2,protein_coding,Non-Gm*
ENSMUSG00000099378.1,1700067G17Rik,lncRNA,Non-Gm*
ENSMUSG00000101391.3,Olfr1217,protein_coding,Non-Gm*
ENSMUSG00000031665.7,Sall1,protein_coding,Non-Gm*
ENSMUSG00000058172.1,Krtap6-1,protein_coding,Non-Gm*
ENSMUSG00000000276.11,Dgke,protein_coding,Non-Gm*
ENSMUSG00000062400.3,Krtap6-5,protein_coding,Non-Gm*
ENSMUSG00000085183.1,Wincr1,lncRNA,Non-Gm*
ENSMUSG00000075105.3,Olfr1218,protein_coding,Non-Gm*
ENSMUSG00000058441.7,Panx2,protein_coding,Non-Gm*
ENSMUSG00000068073.2,1110025L11Rik,protein_coding,Non-Gm*
ENSMUSG00000063109.13,Dgkeos,lncRNA,Non-Gm*
ENSMUSG00000036206.12,Sh3bp4,protein_coding,Non-Gm*
ENSMUSG00000087331.8,1810021B22Rik,lncRNA,Non-Gm*
ENSMUSG00000075104.3,Olfr1219,protein_coding,Non-Gm*
ENSMUSG00000015363.13,Trabd,protein_coding,Non-Gm*
ENSMUSG00000041263.14,Rusc1,protein_coding,Non-Gm*
ENSMUSG00000057855.2,Krtap6-3,protein_coding,Non-Gm*
ENSMUSG00000079162.8,Trim43b,protein_coding,Non-Gm*
ENSMUSG00000035757.16,Selenoo,protein_coding,Non-Gm*
ENSMUSG00000059743.12,Fdps,protein_coding,Non-Gm*
ENSMUSG00000101480.3,Olfr1220,protein_coding,Non-Gm*
ENSMUSG00000051786.15,Tubgcp6,protein_coding,Non-Gm*
ENSMUSG00000075102.2,Olfr1221,protein_coding,Non-Gm*
ENSMUSG00000074146.9,4930579C12Rik,lncRNA,Non-Gm*
ENSMUSG00000075101.4,Olfr1222,protein_coding,Non-Gm*
ENSMUSG00000062906.12,Hdac10,protein_coding,Non-Gm*
ENSMUSG00000022610.10,Mapk12,protein_coding,Non-Gm*
ENSMUSG00000041237.12,Pklr,protein_coding,Non-Gm*
ENSMUSG00000062937.7,Mtap,protein_coding,Non-Gm*
ENSMUSG00000039428.11,Tmem135,protein_coding,Non-Gm*
ENSMUSG00000053137.7,Mapk11,protein_coding,Non-Gm*
ENSMUSG00000075100.4,Olfr1223,protein_coding,Non-Gm*
ENSMUSG00000028051.10,Hcn3,protein_coding,Non-Gm*
ENSMUSG00000075099.2,Olfr1224-ps1,protein_coding,Non-Gm*
ENSMUSG00000036606.17,Plxnb2,protein_coding,Non-Gm*
ENSMUSG00000068917.12,Clk2,protein_coding,Non-Gm*
ENSMUSG00000101918.2,Olfr1225,protein_coding,Non-Gm*
ENSMUSG00000068067.2,1110057P08Rik,protein_coding,Non-Gm*
ENSMUSG00000034028.16,Cd226,protein_coding,Non-Gm*
ENSMUSG00000028049.15,Scamp3,protein_coding,Non-Gm*
ENSMUSG00000015377.10,Dennd6b,protein_coding,Non-Gm*
ENSMUSG00000032657.15,Fam189b,protein_coding,Non-Gm*
ENSMUSG00000075097.3,Olfr1226,protein_coding,Non-Gm*
ENSMUSG00000089929.1,Bcl2a1b,protein_coding,Non-Gm*
ENSMUSG00000028048.11,Gba,protein_coding,Non-Gm*
ENSMUSG00000091039.2,Krtap20-2,protein_coding,Non-Gm*
ENSMUSG00000064068.14,Mtx1,protein_coding,Non-Gm*
ENSMUSG00000066442.17,Mthfs,protein_coding,Non-Gm*
ENSMUSG00000036561.9,Ppp6r2,protein_coding,Non-Gm*
ENSMUSG00000028047.11,Thbs3,protein_coding,Non-Gm*
ENSMUSG00000042784.9,Muc1,protein_coding,Non-Gm*
ENSMUSG00000042766.17,Trim46,protein_coding,Non-Gm*
ENSMUSG00000042747.12,Krtcap2,protein_coding,Non-Gm*
ENSMUSG00000099486.3,Olfr1228,protein_coding,Non-Gm*
ENSMUSG00000042737.9,Dpm3,protein_coding,Non-Gm*
ENSMUSG00000027953.13,Slc50a1,protein_coding,Non-Gm*
ENSMUSG00000107622.1,4930512J16Rik,lncRNA,Non-Gm*
ENSMUSG00000027954.9,Efna1,protein_coding,Non-Gm*
ENSMUSG00000044303.6,Cdkn2a,protein_coding,Non-Gm*
ENSMUSG00000075095.5,Olfr1229,protein_coding,Non-Gm*
ENSMUSG00000036529.17,Sbf1,protein_coding,Non-Gm*
ENSMUSG00000073514.4,Dok6,protein_coding,Non-Gm*
ENSMUSG00000075094.1,Olfr1230,protein_coding,Non-Gm*
ENSMUSG00000075093.3,Olfr1231,protein_coding,Non-Gm*
ENSMUSG00000048616.4,Nog,protein_coding,Non-Gm*
ENSMUSG00000073802.5,Cdkn2b,protein_coding,Non-Gm*
ENSMUSG00000028039.11,Efna3,protein_coding,Non-Gm*
ENSMUSG00000030084.11,Plxna1,protein_coding,Non-Gm*
ENSMUSG00000117364.1,4933400B14Rik,lncRNA,Non-Gm*
ENSMUSG00000054136.6,Adm2,protein_coding,Non-Gm*
ENSMUSG00000075092.2,Olfr1232,protein_coding,Non-Gm*
ENSMUSG00000075091.5,Olfr1233,protein_coding,Non-Gm*
ENSMUSG00000028040.7,Efna4,protein_coding,Non-Gm*
ENSMUSG00000022613.8,Miox,protein_coding,Non-Gm*
ENSMUSG00000097004.1,4731419I09Rik,lncRNA,Non-Gm*
ENSMUSG00000028041.17,Adam15,protein_coding,Non-Gm*
ENSMUSG00000042672.15,Dcst1,protein_coding,Non-Gm*
ENSMUSG00000022614.8,Lmf2,protein_coding,Non-Gm*
ENSMUSG00000008690.15,Ncaph2,protein_coding,Non-Gm*
ENSMUSG00000075090.4,Olfr1234,protein_coding,Non-Gm*
ENSMUSG00000099938.1,C030007H22Rik,lncRNA,Non-Gm*
ENSMUSG00000109293.1,Dcst2,protein_coding,Non-Gm*
ENSMUSG00000091780.3,Sco2,protein_coding,Non-Gm*
ENSMUSG00000022615.7,Tymp,protein_coding,Non-Gm*
ENSMUSG00000047394.9,Odf3b,protein_coding,Non-Gm*
ENSMUSG00000028042.15,Zbtb7b,protein_coding,Non-Gm*
ENSMUSG00000030086.16,Chchd6,protein_coding,Non-Gm*
ENSMUSG00000091680.3,Klhdc7b,protein_coding,Non-Gm*
ENSMUSG00000078938.9,Syce3,protein_coding,Non-Gm*
ENSMUSG00000047773.15,Ankfn1,protein_coding,Non-Gm*
ENSMUSG00000078173.3,Lenep,protein_coding,Non-Gm*
ENSMUSG00000042642.13,Flad1,protein_coding,Non-Gm*
ENSMUSG00000111517.1,Olfr1238,protein_coding,Non-Gm*
ENSMUSG00000058368.3,Krtap21-1,protein_coding,Non-Gm*
ENSMUSG00000035395.11,Dcaf8l,protein_coding,Non-Gm*
ENSMUSG00000049791.4,Fzd4,protein_coding,Non-Gm*
ENSMUSG00000074802.11,Gas2l3,protein_coding,Non-Gm*
ENSMUSG00000028044.6,Cks1b,protein_coding,Non-Gm*
ENSMUSG00000078937.8,Cpt1b,protein_coding,Non-Gm*
ENSMUSG00000075088.2,Olfr1239,protein_coding,Non-Gm*
ENSMUSG00000035540.12,Gc,protein_coding,Non-Gm*
ENSMUSG00000042626.13,Shc1,protein_coding,Non-Gm*
ENSMUSG00000062433.3,Krtap6-2,protein_coding,Non-Gm*
ENSMUSG00000109311.1,AI314278,lncRNA,Non-Gm*
ENSMUSG00000022617.15,Chkb,protein_coding,Non-Gm*
ENSMUSG00000079242.2,C730034F03Rik,lncRNA,Non-Gm*
ENSMUSG00000047824.13,Pygo2,protein_coding,Non-Gm*
ENSMUSG00000111174.1,Olfr1240,protein_coding,Non-Gm*
ENSMUSG00000042613.9,Pbxip1,protein_coding,Non-Gm*
ENSMUSG00000022619.5,Mapk8ip2,protein_coding,Non-Gm*
ENSMUSG00000047638.15,Nr1h4,protein_coding,Non-Gm*
ENSMUSG00000027952.16,Pmvk,protein_coding,Non-Gm*
ENSMUSG00000055013.16,Agap1,protein_coding,Non-Gm*
ENSMUSG00000022620.14,Arsa,protein_coding,Non-Gm*
ENSMUSG00000084915.2,C230037L18Rik,lncRNA,Non-Gm*
ENSMUSG00000075086.2,Olfr1241,protein_coding,Non-Gm*
ENSMUSG00000059632.4,Krtap8-1,protein_coding,Non-Gm*
ENSMUSG00000075085.6,Olfr1242,protein_coding,Non-Gm*
ENSMUSG00000022623.17,Shank3,protein_coding,Non-Gm*
ENSMUSG00000056706.3,Krtap7-1,protein_coding,Non-Gm*
ENSMUSG00000039405.7,Prss23,protein_coding,Non-Gm*
ENSMUSG00000030623.4,Prss23os,lncRNA,Non-Gm*
ENSMUSG00000000794.9,Kcnn3,protein_coding,Non-Gm*
ENSMUSG00000075084.3,Olfr1243,protein_coding,Non-Gm*
ENSMUSG00000035528.4,Npffr2,protein_coding,Non-Gm*
ENSMUSG00000021613.9,Hapln1,protein_coding,Non-Gm*
ENSMUSG00000022622.5,Acr,protein_coding,Non-Gm*
ENSMUSG00000091212.1,Krtap11-1,protein_coding,Non-Gm*
ENSMUSG00000111456.1,Olfr1245,protein_coding,Non-Gm*
ENSMUSG00000019935.16,Slc17a8,protein_coding,Non-Gm*
ENSMUSG00000022621.16,Rabl2,protein_coding,Non-Gm*
ENSMUSG00000111715.1,Olfr1246,protein_coding,Non-Gm*
ENSMUSG00000039313.14,Minar1,protein_coding,Non-Gm*
ENSMUSG00000075081.6,Olfr1247,protein_coding,Non-Gm*
ENSMUSG00000111239.1,Olfr1248,protein_coding,Non-Gm*
ENSMUSG00000075079.3,Olfr1249,protein_coding,Non-Gm*
ENSMUSG00000092071.1,A230065N10Rik,lncRNA,Non-Gm*
ENSMUSG00000030621.17,Me3,protein_coding,Non-Gm*
ENSMUSG00000069539.11,Scyl2,protein_coding,Non-Gm*
ENSMUSG00000000811.13,Txnrd3,protein_coding,Non-Gm*
ENSMUSG00000102009.6,4933400F21Rik,lncRNA,Non-Gm*
ENSMUSG00000075078.5,Olfr1250,protein_coding,Non-Gm*
ENSMUSG00000021614.16,Vcan,protein_coding,Non-Gm*
ENSMUSG00000111567.1,Olfr1251,protein_coding,Non-Gm*
ENSMUSG00000043635.12,Adamts3,protein_coding,Non-Gm*
ENSMUSG00000043753.2,Dmrta1,protein_coding,Non-Gm*
ENSMUSG00000097383.1,1500026H17Rik,lncRNA,Non-Gm*
ENSMUSG00000032353.9,Tmed3,protein_coding,Non-Gm*
ENSMUSG00000096051.2,Vmn1r40,protein_coding,Non-Gm*
ENSMUSG00000019948.4,Actr6,protein_coding,Non-Gm*
